Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
Security analyst,Private,Mid,Washington,District of Columbia,22000.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,123645.12,100159.03,0.81
Security analyst,Private,Mid,Washington,District of Columbia,22000.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,123645.12,122159.03,0.99
Security analyst,Private,Mid,Sioux Falls,South Dakota,80500.0,88160.0,36.46,65628.0,3567.89,55.88,12.42,92.8,95000.0,69195.89,2011.92,149695.89,90171.92,0.6
Security analyst,Private,Mid,Chantilly,Virginia,122000.0,89974.5,23.77,42786.0,5590.44,86.7,14.46,94.71,95000.0,48376.44,2602.08,170376.44,92576.58,0.54
Security analyst,Private,Mid,Omaha,Nebraska,128000.0,88255.0,24.26,43668.0,4094.4,80.83,10.78,92.9,95000.0,47762.4,2134.2,175762.4,90389.2,0.51
Security analyst,Private,Mid,Richmond,Virginia,103500.0,94240.0,23.34,42012.0,4570.38,86.7,14.46,99.2,95000.0,46582.38,2602.08,150082.38,96842.08,0.65
Security analyst,Private,Mid,Herndon,Virginia,80500.0,89974.5,29.67,53406.0,5590.44,86.7,14.46,94.71,95000.0,58996.44,2602.08,139496.44,92576.58,0.66
Security analyst,Private,Mid,Dimondale,Michigan,93500.0,85348.0,21.42,38556.0,3880.78,80.83,18.41,89.84,95000.0,42436.78,2958.24,135936.78,88306.24,0.65
Security analyst,Private,Mid,Shawnee,Kansas,60000.0,82982.50000000000,22.91,41238.0,4429.11,80.83,13.85,87.35,95000.0,45667.11,2465.76,105667.11,85448.26,0.81
Security analyst,Private,Mid,Newark,California,173000.0,119462.5,40.28,72504.0,7036.89,80.83,30.55,125.75,95000.0,79540.89,4269.36,252540.89,123731.86,0.49
Security analyst,Private,Mid,Lexington Park,Maryland,80000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,133107.22,98929.48,0.74
Security analyst,Private,Mid,Annapolis Junction,Maryland,101500.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,154607.22,98929.48,0.64
Security analyst,Private,Senior,Aurora,Colorado,130000.0,123462.0,19.32,34776.0,6177.73,80.83,15.16,108.3,114000.0,40953.73,2607.24,170953.73,126069.24,0.74
Security analyst,Private,Mid,Columbia,South Carolina,86500.0,87305.0,20.02,36036.0,7073.12,74.17,13.87,91.9,95000.0,43109.12,2388.0,129609.12,89693.0,0.69
Security analyst,Private,Mid,Columbus,Ohio,80000.0,89205.0,21.28,38304.0,4562.82,80.83,15.98,93.9,95000.0,42866.82,2695.8,122866.82,91900.8,0.75
Security analyst,Private,Mid,Dover,Delaware,112500.0,96235.0,36.46,65628.0,7073.12,80.66,16.68,101.3,95000.0,72701.12,2769.36,185201.12,99004.36,0.53
Security analyst,Private,Mid,Honolulu,Hawaii,73500.0,150100.0,37.48,67464.0,5029.32,63.18,42.34,158.0,95000.0,72493.32,5330.88,145993.32,155430.88,1.06
Security analyst,Private,Mid,Rancho Cucamonga,California,35460.0,119462.5,25.61,46098.0,9002.36,80.83,30.55,125.75,95000.0,55100.36,4269.36,90560.36,123731.86,1.37
Security analyst,Private,Mid,Nashville,Tennessee,100000.0,125000.0,30.46,54828.0,5088.14,80.83,13.04,100.1,95000.0,59916.14,2378.28,159916.14,127378.28,0.8
Security analyst,Private,Mid,Pittsburgh,Pennsylvania,155000.0,88445.0,25.92,46656.0,5205.47,84.33,17.6,93.1,95000.0,51861.47,2912.76,206861.47,91357.76,0.44
Security analyst,Private,Mid,Tampa,Florida,83000.0,96330.0,31.47,56646.0,5623.94,83.25,14.2,101.4,95000.0,62269.94,2532.6,145269.94,98862.6,0.68
Security analyst,Private,Mid,Irving,Texas,109000.0,86497.5,28.59,51462.0,5115.9,80.83,15.32,91.05,95000.0,56577.9,2624.52,165577.9,89122.02,0.54
Security analyst,Private,Mid,Fort Meade,Maryland,155000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,208107.22,98929.48,0.48
Security analyst,Private,Mid,Odenton,Maryland,147000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,200107.22,98929.48,0.49
Security analyst,Private,Mid,Alpharetta,Georgia,95500.0,95500.0,23.66,42588.0,5285.46,80.83,13.49,91.9,95000.0,47873.46,2426.88,143373.46,97926.88,0.68
Security analyst,Private,Mid,Washington,District of Columbia,142500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,244145.12,100159.03,0.41
Security analyst,Private,Mid,Washington,District of Columbia,142500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,244145.12,122159.03,0.5
Security analyst,Private,Mid,North Charleston,South Carolina,87000.0,88739.5,25.62,46116.0,7073.12,74.17,13.87,93.41,95000.0,53189.12,2388.0,140189.12,91127.5,0.65
Security analyst,Private,Mid,Washington,District of Columbia,140000.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,241645.12,100159.03,0.41
Security analyst,Private,Mid,Washington,District of Columbia,140000.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,241645.12,122159.03,0.51
Security analyst,Private,Mid,Norfolk,Virginia,82500.0,89974.5,27.21,48978.0,4390.35,86.7,14.46,94.71,95000.0,53368.35,2602.08,135868.35,92576.58,0.68
Security analyst,Private,Mid,Annapolis Junction,Maryland,89500.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,142607.22,98929.48,0.69
Security analyst,Private,Mid,Philadelphia,Pennsylvania,110500.0,98230.0,38.14,68652.0,6843.04,84.33,17.6,103.4,95000.0,75495.04,2912.76,185995.04,101142.76,0.54
Security analyst,Private,Mid,Wilmington,Delaware,97500.0,97517.5,36.46,65628.0,7073.12,80.66,16.68,102.65,95000.0,72701.12,2769.36,170201.12,100286.86,0.59
Security analyst,Private,Mid,Arlington,Virginia,108000.0,89974.5,41.96,75528.0,5590.44,86.7,14.46,94.71,95000.0,81118.44,2602.08,189118.44,92576.58,0.49
Security analyst,Private,Senior,Arlington,Virginia,119000.0,107969.4,41.96,75528.0,5590.44,86.7,14.46,94.71,114000.0,81118.44,2602.08,200118.44,110571.48,0.55
Security analyst,Private,Mid,San Antonio,Texas,77000.0,88065.0,27.34,49212.0,4251.07,80.83,15.32,92.7,95000.0,53463.07,2624.52,130463.07,90689.52,0.7
Security analyst,Private,Mid,Arlington,Virginia,108000.0,89974.5,41.96,75528.0,5590.44,86.7,14.46,94.71,95000.0,81118.44,2602.08,189118.44,92576.58,0.49
Security analyst,Private,Mid,Oklahoma City,Oklahoma,73000.0,82935.0,21.53,38754.0,4392.38,81.27,11.52,87.3,95000.0,43146.38,2219.4,116146.38,85154.4,0.73
Security analyst,Private,Mid,Oklahoma City,Oklahoma,89000.0,82935.0,21.53,38754.0,4392.38,81.27,11.52,87.3,95000.0,43146.38,2219.4,132146.38,85154.4,0.64
Security analyst,Private,Mid,Lafayette,Louisiana,73000.0,85120.0,17.57,31626.0,3973.93,80.83,11.7,89.6,95000.0,35599.93,2233.56,108599.93,87353.56,0.8
Security analyst,Private,Mid,Oklahoma City,Oklahoma,64500.0,82935.0,21.53,38754.0,4392.38,81.27,11.52,87.3,95000.0,43146.38,2219.4,107646.38,85154.4,0.79
Security analyst,Private,Mid,Saint Paul,Minnesota,50500.0,93204.5,25.42,45756.0,5231.86,68.66,14.05,98.11,95000.0,50987.86,2341.32,101487.86,95545.82,0.94
Security analyst,Private,Senior,Phoenix,Arizona,109000.0,118902.0,26.61,47898.0,5119.48,75.34,15.2,104.3,114000.0,53017.48,2545.68,162017.48,121447.68,0.75
Security analyst,Private,Mid,Anchorage,Alaska,161500.0,105165.0,36.46,65628.0,4845.27,103.73,22.38,110.7,95000.0,70473.27,3661.8,231973.27,108826.8,0.47
Security analyst,Private,Mid,,Virginia,119500.0,89974.5,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,177128.44,92576.58,0.52
Security analyst,Private,Mid,Brooklyn,New York,82500.0,92188.0,44.85,80730.0,6758.4,80.83,24.37,97.04,95000.0,87488.4,3601.92,169988.4,95789.92,0.56
Security analyst,Private,Mid,Raleigh,North Carolina,76500.0,94715.0,31.68,57024.0,5262.66,80.83,13.49,99.7,95000.0,62286.66,2426.88,138786.66,97141.88,0.7
Security analyst,Private,Mid,Morrisville,North Carolina,72500.0,87248.0,29.77,53586.0,4979.85,80.83,13.49,91.84,95000.0,58565.85,2426.88,131065.85,89674.88,0.68
Security analyst,Private,Mid,,Virginia,147000.0,89974.5,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,204628.44,92576.58,0.45
Security analyst,Private,Senior,Dulles,Virginia,135000.0,107969.4,28.91,52038.0,5590.44,86.7,14.46,94.71,114000.0,57628.44,2602.08,192628.44,110571.48,0.57
Security analyst,Private,Senior,Fairfax,Virginia,138000.0,107969.4,29.26,52668.0,5590.44,86.7,14.46,94.71,114000.0,58258.44,2602.08,196258.44,110571.48,0.56
Security analyst,Private,Mid,Alexandria,Virginia,56500.0,89974.5,36.25,65250.0,9008.39,86.7,14.46,94.71,95000.0,74258.39,2602.08,130758.39,92576.58,0.71
Security analyst,Private,Mid,Camp Springs,Maryland,132500.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,185607.22,98929.48,0.53
Security analyst,Private,Senior,Fort George G Meade,Maryland,138500.0,115276.8,26.17,47106.0,6001.22,75.44,18.15,101.12,114000.0,53107.22,2865.48,191607.22,118142.28,0.62
Security analyst,Private,Mid,Salt Lake City,Utah,81500.0,100605.0,26.96,48528.0,4143.37,69.01,11.02,105.9,95000.0,52671.37,2018.28,134171.37,102623.28,0.76
Security analyst,Private,Mid,Stennis Space Center,Mississippi,60500.0,81310.5,20.12,36216.0,2535.04,80.83,13.44,85.59,95000.0,38751.04,2421.48,99251.04,83731.98,0.84
Security analyst,Private,Mid,Colorado Springs,Colorado,101000.0,97090.0,22.25,40050.0,4572.31,80.83,15.16,102.2,95000.0,44622.31,2607.24,145622.31,99697.24,0.68
Security analyst,Private,Senior,Framingham,Massachusetts,117000.0,130587.0,26.81,48258.0,6062.35,93.6,31.22,114.55,114000.0,54320.35,4494.96,171320.35,135081.96,0.79
Security analyst,Private,Mid,Saint Louis,Missouri,51000.0,83381.5,24.6,44280.0,3937.23,72.8,11.57,87.77,95000.0,48217.23,2123.16,99217.23,85504.66,0.86
Security analyst,Private,Mid,Charleston,South Carolina,108500.0,96615.0,34.93,62874.0,7073.12,74.17,13.87,101.7,95000.0,69947.12,2388.0,178447.12,99003.0,0.55
Security analyst,Private,Mid,Exton,Pennsylvania,83500.0,88777.5,23.76,42768.0,6024.26,84.33,17.6,93.45,95000.0,48792.26,2912.76,132292.26,91690.26,0.69
Security analyst,Private,Mid,Dallas,Texas,82500.0,85000.0,26.83,48294.0,5360.48,80.83,15.32,98.5,95000.0,53654.48,2624.52,136154.48,87624.52,0.64
Security analyst,Private,Senior,Washington,District of Columbia,107000.0,107500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,114000.0,101645.12,3159.03,208645.12,110659.03,0.53
Security analyst,Private,Senior,Arlington,Virginia,135000.0,107969.4,41.96,75528.0,5590.44,86.7,14.46,94.71,114000.0,81118.44,2602.08,216118.44,110571.48,0.51
Security analyst,Private,Senior,Frisco,Texas,106000.0,103797.0,36.86,66348.0,10093.28,80.83,15.32,91.05,114000.0,76441.28,2624.52,182441.28,106421.52,0.58
Security analyst,Private,Mid,The Woodlands,Texas,115500.0,86497.5,30.66,55188.0,5151.54,80.83,15.32,91.05,95000.0,60339.54,2624.52,175839.54,89122.02,0.51
Security analyst,Private,Mid,Arlington,Virginia,93000.0,89974.5,41.96,75528.0,5590.44,86.7,14.46,94.71,95000.0,81118.44,2602.08,174118.44,92576.58,0.53
Security analyst,Private,Senior,O Fallon,Missouri,131000.0,100057.8,21.59,38862.0,3937.23,72.8,11.57,87.77,114000.0,42799.23,2123.16,173799.23,102180.96,0.59
Security analyst,Private,Mid,Waimea,Hawaii,133000.0,146841.5,37.48,67464.0,5029.32,63.18,42.34,154.57,95000.0,72493.32,5330.88,205493.32,152172.38,0.74
Security analyst,Private,Senior,Salt Lake City,Utah,101000.0,120726.0,26.96,48528.0,4143.37,69.01,11.02,105.9,114000.0,52671.37,2018.28,153671.37,122744.28,0.8
Security analyst,Private,Senior,New York,New York,159000.0,152000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,114000.0,71239.74,3601.92,230239.74,155601.92,0.68
Security analyst,Private,Senior,New York,New York,159000.0,150000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,114000.0,71239.74,3601.92,230239.74,153601.92,0.67
Security analyst,Private,Mid,Charlotte,North Carolina,81500.0,93005.0,33.02,59436.0,5658.26,80.83,13.49,97.9,95000.0,65094.26,2426.88,146594.26,95431.88,0.65
Security analyst,Private,Mid,Saint Charles,Missouri,81000.0,83381.5,21.59,38862.0,3937.23,72.8,11.57,87.77,95000.0,42799.23,2123.16,123799.23,85504.66,0.69
Security analyst,Private,Senior,McLean,Virginia,111500.0,107969.4,28.91,52038.0,5590.44,86.7,14.46,94.71,114000.0,57628.44,2602.08,169128.44,110571.48,0.65
Security analyst,Private,Mid,San Antonio,Texas,87000.0,88065.0,27.34,49212.0,4251.07,80.83,15.32,92.7,95000.0,53463.07,2624.52,140463.07,90689.52,0.65
Security analyst,Private,Mid,Grand Rapids,Michigan,81000.0,89015.0,22.56,40608.0,3494.24,80.83,18.41,93.7,95000.0,44102.24,2958.24,125102.24,91973.24,0.74
Security analyst,Private,Mid,Detroit,Michigan,46000.0,134000.0,26.3,47340.0,4267.32,80.83,18.41,93.2,95000.0,51607.32,2958.24,97607.32,136958.24,1.4
Security analyst,Private,Mid,Huntsville,Alabama,142500.0,85000.0,24.98,44964.0,4951.76,74.1,14.91,91.3,95000.0,49915.76,2499.48,192415.76,87499.48,0.45
Security analyst,Private,Senior,Bethesda,Maryland,137500.0,137500.0,36.91,66438.0,6001.22,75.44,18.15,101.12,114000.0,72439.22,2865.48,209939.22,140365.48,0.67
Security analyst,Private,Mid,Saratoga Springs,Utah,145500.0,94962.0,24.79,44622.0,4143.37,69.01,11.02,99.96,95000.0,48765.37,2018.28,194265.37,96980.28,0.5
Security analyst,Private,Mid,Anchorage,Alaska,80000.0,105165.0,36.46,65628.0,4845.27,103.73,22.38,110.7,95000.0,70473.27,3661.8,150473.27,108826.8,0.72
Security analyst,Private,Senior,Minneapolis,Minnesota,128000.0,120156.0,30.87,55566.0,5694.89,68.66,14.05,105.4,114000.0,61260.89,2341.32,189260.89,122497.32,0.65
Security analyst,Private,Mid,,Virginia,119500.0,89974.5,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,177128.44,92576.58,0.52
Security analyst,Private,Mid,Los Angeles,California,85000.0,133570.0,49.02,88236.0,6877.72,80.83,30.55,140.6,95000.0,95113.72,4269.36,180113.72,137839.36,0.77
Security analyst,Private,Mid,Deerfield,Illinois,82000.0,83657.0,28.83,51894.0,7041.83,80.83,15.99,88.06,95000.0,58935.83,2696.88,140935.83,86353.88,0.61
Security analyst,Private,Senior,Arlington,Texas,89500.0,103797.0,23.0,41400.0,4922.24,80.83,15.32,91.05,114000.0,46322.24,2624.52,135822.24,106421.52,0.78
Security analyst,Private,Mid,Columbia,Maryland,66500.0,96064.0,25.01,45018.0,6001.22,75.44,18.15,101.12,95000.0,51019.22,2865.48,117519.22,98929.48,0.84
Security analyst,Private,Mid,Herndon,Virginia,106500.0,89974.5,29.67,53406.0,5590.44,86.7,14.46,94.71,95000.0,58996.44,2602.08,165496.44,92576.58,0.56
Security analyst,Private,Mid,Addison,Texas,80000.0,86497.5,27.06,48708.0,5151.54,80.83,15.32,91.05,95000.0,53859.54,2624.52,133859.54,89122.02,0.67
Security analyst,Private,Senior,Scottsdale,Arizona,80500.0,114444.6,33.08,59544.0,6794.99,75.34,15.2,100.39,114000.0,66338.99,2545.68,146838.99,116990.28,0.8
Security analyst,Private,Mid,Washington,District of Columbia,150500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,252145.12,100159.03,0.4
Security analyst,Private,Mid,Washington,District of Columbia,150500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,252145.12,122159.03,0.48
Security analyst,Private,Mid,Lehi,Utah,86000.0,94962.0,29.06,52308.0,4143.37,69.01,11.02,99.96,95000.0,56451.37,2018.28,142451.37,96980.28,0.68
Security analyst,Private,Senior,Dallas,Texas,106500.0,112290.0,26.83,48294.0,5360.48,80.83,15.32,98.5,114000.0,53654.48,2624.52,160154.48,114914.52,0.72
Security analyst,Private,Mid,Columbia,South Carolina,55000.0,87305.0,20.02,36036.0,7073.12,74.17,13.87,91.9,95000.0,43109.12,2388.0,98109.12,89693.0,0.91
Security analyst,Private,Mid,Quantico,Virginia,90500.0,89974.5,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,148128.44,92576.58,0.62
Security analyst,Private,Mid,Grand Rapids,Michigan,69500.0,89015.0,22.56,40608.0,3494.24,80.83,18.41,93.7,95000.0,44102.24,2958.24,113602.24,91973.24,0.81
Security analyst,Private,Mid,Bethesda,Maryland,80500.0,96064.0,36.91,66438.0,6001.22,75.44,18.15,101.12,95000.0,72439.22,2865.48,152939.22,98929.48,0.65
Security analyst,Private,Mid,Frisco,Texas,100000.0,86497.5,36.86,66348.0,10093.28,80.83,15.32,91.05,95000.0,76441.28,2624.52,176441.28,89122.02,0.51
Security analyst,Private,Mid,Tampa,Florida,58500.0,96330.0,31.47,56646.0,5623.94,83.25,14.2,101.4,95000.0,62269.94,2532.6,120769.94,98862.6,0.82
Security analyst,Private,Mid,Fort Mill,South Carolina,191000.0,88739.5,27.08,48744.0,7073.12,74.17,13.87,93.41,95000.0,55817.12,2388.0,246817.12,91127.5,0.37
Security analyst,Private,Mid,Springfield,Virginia,78500.0,89974.5,24.47,44046.0,5590.44,86.7,14.46,94.71,95000.0,49636.44,2602.08,128136.44,92576.58,0.72
Security analyst,Private,Mid,Washington,District of Columbia,88500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,190145.12,100159.03,0.53
Security analyst,Private,Mid,Washington,District of Columbia,88500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,190145.12,122159.03,0.64
Security analyst,Private,Mid,Annapolis Junction,Maryland,92000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,145107.22,98929.48,0.68
Security analyst,Private,Senior,Houston,Texas,115000.0,109212.0,31.12,56016.0,5245.46,80.83,15.32,95.8,114000.0,61261.46,2624.52,176261.46,111836.52,0.63
Security analyst,Private,Mid,Anchorage,Alaska,47180.0,105165.0,36.46,65628.0,4845.27,103.73,22.38,110.7,95000.0,70473.27,3661.8,117653.27,108826.8,0.92
Security analyst,Private,Mid,Fairfax,Virginia,113500.0,89974.5,29.26,52668.0,5590.44,86.7,14.46,94.71,95000.0,58258.44,2602.08,171758.44,92576.58,0.54
Security analyst,Private,Mid,Columbia,South Carolina,60000.0,87305.0,20.02,36036.0,7073.12,74.17,13.87,91.9,95000.0,43109.12,2388.0,103109.12,89693.0,0.87
Security analyst,Private,Mid,North Las Vegas,Nevada,69500.0,98515.0,26.63,47934.0,4512.19,80.83,14.88,103.7,95000.0,52446.19,2577.0,121946.19,101092.0,0.83
Security analyst,Private,Senior,Houston,Texas,105000.0,109212.0,31.12,56016.0,5245.46,80.83,15.32,95.8,114000.0,61261.46,2624.52,166261.46,111836.52,0.67
Security analyst,Private,Mid,McLean,Virginia,97000.0,89974.5,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,154628.44,92576.58,0.6
Security analyst,Private,Mid,Bedford,Massachusetts,95000.0,108822.5,48.35,87030.0,6062.35,93.6,31.22,114.55,95000.0,93092.35,4494.96,188092.35,113317.46,0.6
Security analyst,Private,Mid,Brentwood,Tennessee,126500.0,85870.5,31.76,57168.0,4096.03,80.83,13.04,90.39,95000.0,61264.03,2378.28,187764.03,88248.78,0.47
Security analyst,Private,Senior,Mount Laurel,New Jersey,95000.0,117876.0,19.15,34470.0,8059.16,82.79,19.49,103.4,114000.0,42529.16,3098.4,137529.16,120974.4,0.88
Security analyst,Private,Senior,Arlington,Virginia,117500.0,107969.4,41.96,75528.0,5590.44,86.7,14.46,94.71,114000.0,81118.44,2602.08,198618.44,110571.48,0.56
Security analyst,Private,Mid,New Buffalo,Michigan,58000.0,85348.0,21.42,38556.0,3880.78,80.83,18.41,89.84,95000.0,42436.78,2958.24,100436.78,88306.24,0.88
Security analyst,Private,Mid,Phoenix,Arizona,71500.0,144500.0,26.61,47898.0,5119.48,75.34,15.2,104.3,95000.0,53017.48,2545.68,124517.48,147045.68,1.18
Security analyst,Private,Mid,Colorado Springs,Colorado,106500.0,97090.0,22.25,40050.0,4572.31,80.83,15.16,102.2,95000.0,44622.31,2607.24,151122.31,99697.24,0.66
Security analyst,Private,Mid,San Antonio,Texas,102500.0,88065.0,27.34,49212.0,4251.07,80.83,15.32,92.7,95000.0,53463.07,2624.52,155963.07,90689.52,0.58
Security analyst,Private,Mid,Washington,District of Columbia,106500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,208145.12,100159.03,0.48
Security analyst,Private,Mid,Washington,District of Columbia,106500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,208145.12,122159.03,0.59
Security analyst,Private,Mid,Linthicum,Maryland,74000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,127107.22,98929.48,0.78
Security analyst,Private,Mid,New York,New York,102500.0,206500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,95000.0,71239.74,3601.92,173739.74,210101.92,1.21
Security analyst,Private,Mid,Chambersburg,Pennsylvania,190000.0,90915.0,28.6,51480.0,6024.26,84.33,17.6,95.7,95000.0,57504.26,2912.76,247504.26,93827.76,0.38
Security analyst,Private,Mid,Colorado Springs,Colorado,103500.0,97090.0,22.25,40050.0,4572.31,80.83,15.16,102.2,95000.0,44622.31,2607.24,148122.31,99697.24,0.67
Security analyst,Private,Mid,Lexington Park,Maryland,88000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,141107.22,98929.48,0.7
Security analyst,Private,Mid,Silver Spring,Maryland,111000.0,96064.0,31.38,56484.0,6001.22,75.44,18.15,101.12,95000.0,62485.22,2865.48,173485.22,98929.48,0.57
Security analyst,Private,Senior,Getzville,New York,87500.0,110625.6,33.56,60408.0,6758.4,80.83,24.37,97.04,114000.0,67166.4,3601.92,154666.4,114227.52,0.74
