,Role,Salary_in_office,Experience,City,State,Salary_remote,Avg.OfficeRent_per_sqft,Avg internet monthly payment,Annual Commute Cost,Electricity Price (cents per kWh),Cost of Living Index,adjusted_national_salary,Remote Work Expenses,Office Rent,In-Office Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
4764,Accountant,82500.0,Senior,Austin,Texas,90000.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,164123.46000000002,92624.52,0.5643588064741019
4765,Accountant,82500.0,Senior,Austin,Texas,106500.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,164123.46000000002,109124.52,0.6648928800306793
4766,Accountant,82500.0,Senior,Austin,Texas,99500.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,164123.46000000002,102124.52,0.6222420609460707
4767,Accountant,75000.0,Senior,Irvine,California,85907.37,34.67,80.83,9010.54,30.55,125.75,68316.0,4269.360000000001,62406.0,71416.54000000001,146416.54,90176.73,0.6158916881931508
4768,Accountant,65000.0,Mid,Scottsdale,Arizona,68500.0,33.08,75.34,6794.99,15.2,100.39,56930.0,2545.68,59544.0,66338.99,131338.99,71045.68,0.5409336557255389
4769,Accountant,65000.0,Mid,Scottsdale,Arizona,61000.0,33.08,75.34,6794.99,15.2,100.39,56930.0,2545.68,59544.0,66338.99,131338.99,63545.68,0.4838295162769259
4770,Accountant,82500.0,Senior,Ormond Beach,Florida,69176.7816,31.24,83.25,4977.02,14.2,101.26,68316.0,2532.6,56232.0,61209.02,143709.02000000002,71709.38160000001,0.4989901232365233
4771,Accountant,80000.0,Senior,Dallas,Texas,91000.0,26.83,80.83,5360.48,15.32,98.5,68316.0,2624.52,48293.99999999999,53654.48,133654.47999999998,93624.52,0.70049668368767
4772,Accountant,80000.0,Senior,Dallas,Texas,94500.0,26.83,80.83,5360.48,15.32,98.5,68316.0,2624.52,48293.99999999999,53654.48,133654.47999999998,97124.52,0.7266836098572979
4773,Accountant,80000.0,Senior,Dallas,Texas,82000.0,26.83,80.83,5360.48,15.32,98.5,68316.0,2624.52,48293.99999999999,53654.48,133654.47999999998,84624.52,0.6331588735371985
4774,Accountant,80000.0,Senior,Dallas,Texas,78500.0,26.83,80.83,5360.48,15.32,98.5,68316.0,2624.52,48293.99999999999,53654.48,133654.47999999998,81124.52,0.6069719473675705
4775,Accountant,80000.0,Senior,Dallas,Texas,96000.0,26.83,80.83,5360.48,15.32,98.5,68316.0,2624.52,48293.99999999999,53654.48,133654.47999999998,98624.52,0.7379065782157098
4776,Accountant,80000.0,Senior,Dallas,Texas,135000.0,26.83,80.83,5360.48,15.32,98.5,68316.0,2624.52,48293.99999999999,53654.48,133654.47999999998,137624.52,1.02970375553442
4777,Accountant,85000.0,Senior,Elmwood Park,New Jersey,70638.744,31.19,82.79,8059.16,19.49,103.4,68316.0,3098.4,56142.0,64201.16,149201.16,73737.144,0.4942129404355837
4778,Accountant,94000.0,Senior,Austin,Texas,90000.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,175623.46000000002,92624.52,0.5274040267740995
4779,Accountant,94000.0,Senior,Austin,Texas,106500.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,175623.46000000002,109124.52,0.6213550285366203
4780,Accountant,94000.0,Senior,Austin,Texas,99500.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,175623.46000000002,102124.52,0.5814970277888842
4781,Accountant,67500.0,Mid,Spring,Texas,51834.765,36.54,80.83,5151.54,15.32,91.05,56930.0,2624.52,65772.0,70923.54,138423.53999999998,54459.285,0.3934250272749852
4782,Accountant,70000.0,Senior,Monroe,Louisiana,59093.34,19.57,80.83,3973.93,11.7,86.5,68316.0,2233.56,35226.0,39199.93,109199.93,61326.899999999994,0.5616020083529357
4783,Accountant,87500.0,Senior,Bloomington,Illinois,60801.24,23.79,80.83,7041.83,15.99,89.0,68316.0,2696.88,42822.0,49863.83,137363.83000000002,63498.119999999995,0.4622623000538059
4784,Accountant,62000.0,Mid,Wilmington,Delaware,58438.645,36.46,80.66,7073.12,16.68,102.65,56930.0,2769.36,65628.0,72701.12,134701.12,61208.005,0.4543986345473593
4785,Accountant,77500.0,Senior,San Diego,California,97000.0,41.6,80.83,6210.03,30.55,136.2,68316.0,4269.360000000001,74880.0,81090.03,158590.03,101269.36,0.6385606964069557
4786,Accountant,77500.0,Senior,San Diego,California,86500.0,41.6,80.83,6210.03,30.55,136.2,68316.0,4269.360000000001,74880.0,81090.03,158590.03,90769.36,0.5723522468594022
4787,Accountant,87500.0,Senior,Kingston,New York,72483.276,33.56,80.83,6758.4,24.37,106.1,68316.0,3601.92,60408.0,67166.4,154666.4,76085.196,0.4919309947086115
4788,Accountant,80000.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,141261.46,83124.52,0.5884444348798321
4789,Accountant,80000.0,Senior,Houston,Texas,120000.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,141261.46,122624.52,0.8680677659709874
4790,Accountant,80000.0,Senior,Houston,Texas,112500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,141261.46,115124.52,0.8149747284220339
4791,Accountant,80000.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,141261.46,83124.52,0.5884444348798321
4792,Accountant,85000.0,Senior,Southborough,Massachusetts,78255.978,48.35,93.6,6062.35,31.22,114.55,68316.0,4494.96,87030.0,93092.35,178092.35,82750.93800000001,0.4646518393406567
4793,Accountant,65000.0,Senior,Arlington Heights,Illinois,60159.0696,26.85,80.83,7041.83,15.99,88.06,68316.0,2696.88,48330.0,55371.83,120371.83,62855.9496,0.5221815569307204
4794,Accountant,84500.0,Mid,Lansing,Michigan,50496.91,19.54,80.83,3880.78,18.41,88.7,56930.0,2958.24,35172.0,39052.78,123552.78,53455.15,0.4326503215872601
4795,Accountant,50000.0,Mid,Salt Lake City,Utah,60288.87,26.96,69.01,4143.37,11.02,105.9,56930.0,2018.28,48528.0,52671.37,102671.37,62307.15,0.6068600233930842
4796,Accountant,33000.0,Mid,Los Angeles,California,95000.0,49.02,80.83,6877.72,30.55,140.6,56930.0,4269.360000000001,88236.00000000001,95113.72000000002,128113.72000000002,99269.36,0.7748534661236907
4797,Accountant,33000.0,Mid,Los Angeles,California,165000.0,49.02,80.83,6877.72,30.55,140.6,56930.0,4269.360000000001,88236.00000000001,95113.72000000002,128113.72000000002,169269.36,1.321243033142742
4798,Accountant,27500.0,Mid,Green Bay,Wisconsin,52034.02,21.02,80.83,4333.44,16.31,91.4,56930.0,2731.4399999999996,37836.0,42169.44,69669.44,54765.46,0.7860757887532898
4799,Accountant,82500.0,Mid,Lawrence,Kansas,52147.88,22.91,80.83,4429.11,13.85,91.6,56930.0,2465.76,41238.0,45667.11,128167.11,54613.64,0.4261127523278007
4800,Accountant,90000.0,Senior,Burlington,Massachusetts,85000.0,64.11,93.6,6062.35,31.22,114.55,68316.0,4494.96,115398.0,121460.35,211460.35,89494.96,0.4232233607860765
4801,Accountant,95500.0,Senior,Live Oak,California,85907.37,40.28,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,72504.0,79540.89,175040.89,90176.73,0.5151752256287088
4802,Accountant,65000.0,Mid,Saint Louis,Missouri,54000.0,24.6,72.8,3937.23,11.57,87.77,56930.0,2123.16,44280.0,48217.23,113217.23,56123.16,0.4957121809109797
4803,Accountant,90000.0,Senior,Miami Gardens,Florida,69176.7816,31.24,83.25,4977.02,14.2,101.26,68316.0,2532.6,56232.0,61209.02,151209.02000000002,71709.38160000001,0.4742401055175148
4804,Accountant,82000.0,Senior,Reading,Pennsylvania,65583.36,28.6,84.33,6024.26,17.6,96.0,68316.0,2912.76,51480.0,57504.26,139504.26,68496.12,0.490996619027978
4805,Accountant,62500.0,Mid,New Orleans,Louisiana,61000.0,20.03,80.83,4692.05,11.7,92.4,56930.0,2233.56,36054.0,40746.05,103246.05,63233.56,0.6124550043318848
4806,Accountant,62500.0,Mid,New Orleans,Louisiana,43000.0,20.03,80.83,4692.05,11.7,92.4,56930.0,2233.56,36054.0,40746.05,103246.05,45233.56,0.4381141941991969
4807,Accountant,62500.0,Mid,New Orleans,Louisiana,110000.0,20.03,80.83,4692.05,11.7,92.4,56930.0,2233.56,36054.0,40746.05,103246.05,112233.56,1.087049431915313
4808,Accountant,62500.0,Mid,New Orleans,Louisiana,78000.0,20.03,80.83,4692.05,11.7,92.4,56930.0,2233.56,36054.0,40746.05,103246.05,80233.56,0.7771102139016456
4809,Accountant,55000.0,Mid,Ames,Iowa,52090.95,22.91,75.86,3640.73,12.43,91.5,56930.0,2252.76,41238.0,44878.73,99878.73,54343.71,0.5440969263425756
4810,Accountant,72500.0,Mid,Ridgeland,Mississippi,48726.387,22.57,80.83,2535.04,13.44,85.59,56930.0,2421.48,40626.0,43161.04,115661.04,51147.867000000006,0.4422220913801225
4811,Accountant,82500.0,Senior,Belcamp,Maryland,69081.1392,24.0,75.44,6001.22,18.15,101.12,68316.0,2865.4799999999996,43200.0,49201.22,131701.22,71946.6192,0.5462866570256525
4812,Accountant,87500.0,Senior,Alameda,California,85907.37,40.28,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,72504.0,79540.89,167040.89,90176.73,0.539848237159177
4813,Accountant,75000.0,Mid,Everett,Washington,110000.0,23.61,80.83,6659.49,11.83,107.02,56930.0,2247.6000000000004,42498.0,49157.49,124157.49,112247.6,0.9040743333326086
4814,Accountant,105000.0,Senior,Syracuse,New York,64968.516,33.56,80.83,6758.4,24.37,95.1,68316.0,3601.92,60408.0,67166.4,172166.4,68570.436,0.3982800128248021
4815,Accountant,75000.0,Mid,Houston,Texas,68500.0,31.12,80.83,5245.46,15.32,95.8,56930.0,2624.52,56016.0,61261.46,136261.46,71124.52,0.5219709226658807
4816,Accountant,60000.0,Mid,Saint Louis,Missouri,54000.0,24.6,72.8,3937.23,11.57,87.77,56930.0,2123.16,44280.0,48217.23,108217.23,56123.16,0.5186157509298658
4817,Accountant,115000.0,Senior,King George,Virginia,64702.08359999999,28.91,86.7,5590.44,14.46,94.71,68316.0,2602.08,52038.0,57628.44,172628.44,67304.16359999999,0.3898787685273642
4818,Accountant,95000.0,Senior,Charlotte,North Carolina,66881.364,33.02,80.83,5658.26,13.49,97.9,68316.0,2426.88,59436.000000000015,65094.26000000002,160094.26,69308.244,0.4329214801330166
4819,Accountant,87500.0,Mid,Denver,Colorado,121000.0,36.45,80.83,6740.21,15.16,112.1,56930.0,2607.24,65610.0,72350.21,159850.21000000002,123607.24,0.77326917493571
4820,Accountant,87500.0,Mid,Denver,Colorado,65000.0,36.45,80.83,6740.21,15.16,112.1,56930.0,2607.24,65610.0,72350.21,159850.21000000002,67607.24,0.4229412022667971
4821,Accountant,87500.0,Mid,Denver,Colorado,22500.0,36.45,80.83,6740.21,15.16,112.1,56930.0,2607.24,65610.0,72350.21,159850.21000000002,25107.24,0.1570672944377113
4822,Accountant,73000.0,Senior,Fargo,North Dakota,62440.824,36.46,56.42,7073.12,10.21,91.4,68316.0,1779.72,65628.0,72701.12,145701.12,64220.544,0.4407690483093061
4823,Accountant,175000.0,Senior,Norfolk,Virginia,64702.08359999999,27.21,86.7,4390.35,14.46,94.71,68316.0,2602.08,48978.0,53368.35,228368.35,67304.16359999999,0.2947175630948859
4824,Accountant,67500.0,Mid,Franklin,Tennessee,51459.027,32.66,80.83,4096.03,13.04,90.39,56930.0,2378.2799999999997,58787.999999999985,62884.029999999984,130384.02999999998,53837.307,0.4129133529620154
4825,Accountant,65000.0,Mid,Inglewood,California,71589.475,40.28,80.83,7036.89,30.55,125.75,56930.0,4269.360000000001,72504.0,79540.89,144540.89,75858.835,0.5248261235972741
4826,Accountant,85000.0,Mid,New Lenox,Illinois,50132.558,23.79,80.83,7041.83,15.99,88.06,56930.0,2696.88,42822.0,49863.83,134863.83000000002,52829.437999999995,0.3917242896038173
4827,Accountant,72500.0,Mid,Omaha,Nebraska,52887.97,24.26,80.83,4094.4,10.78,92.9,56930.0,2134.2,43668.00000000001,47762.40000000001,120262.4,55022.17,0.4575176447501463
4828,Accountant,65000.0,Mid,West Palm Beach,Florida,57647.31800000001,36.56,83.25,4977.02,14.2,101.26,56930.0,2532.6,65808.0,70785.02,135785.02000000002,60179.918000000005,0.4431999789078353
4829,Accountant,95000.0,Senior,Salem,Oregon,72278.328,21.75,72.27,4738.06,14.12,105.8,68316.0,2392.2,39150.0,43888.06,138888.06,74670.52799999999,0.5376310101818688
4830,Accountant,103000.0,Mid,San Diego,California,31000.0,41.6,80.83,6210.03,30.55,136.2,56930.0,4269.360000000001,74880.0,81090.03,184090.03,35269.36,0.1915875618033198
4831,Accountant,52000.0,Mid,Weslaco,Texas,51834.765,27.45,80.83,5151.54,15.32,91.05,56930.0,2624.52,49410.0,54561.54,106561.54,54459.285,0.511059477931719
4832,Accountant,65000.0,Mid,Orange,California,71589.475,29.76,80.83,7036.89,30.55,125.75,56930.0,4269.360000000001,53568.0,60604.89,125604.89,75858.835,0.6039481026574682
4833,Accountant,79000.0,Mid,Houston,Texas,68500.0,31.12,80.83,5245.46,15.32,95.8,56930.0,2624.52,56016.0,61261.46,140261.46,71124.52,0.5070852677563745
4834,Accountant,57000.0,Mid,Conway,Arkansas,48982.572,19.74,80.01,3854.67,11.74,86.04,56930.0,2228.04,35531.99999999999,39386.66999999999,96386.66999999998,51210.612,0.531303882580444
4835,Accountant,62500.0,Mid,Houston,Texas,68500.0,31.12,80.83,5245.46,15.32,95.8,56930.0,2624.52,56016.0,61261.46,123761.46,71124.52,0.5746903761477927
4836,Accountant,87000.0,Senior,Fort Worth,Texas,84000.0,27.16,80.83,5579.72,15.32,91.05,68316.0,2624.52,48888.0,54467.72,141467.72,86624.52,0.6123271089687456
4837,Accountant,108500.0,Senior,Irving,Texas,62201.718,28.59,80.83,5115.9,15.32,91.05,68316.0,2624.52,51462.0,56577.9,165077.9,64826.238,0.3927008884896161
4838,Accountant,57500.0,Mid,Lewisville,Texas,51834.765,24.93,80.83,5151.54,15.32,91.05,56930.0,2624.52,44874.0,50025.54,107525.54,54459.285,0.5064776703283703
4839,Accountant,70000.0,Mid,Tinley Park,Illinois,50132.558,22.11,80.83,7041.83,15.99,88.06,56930.0,2696.88,39798.0,46839.83,116839.83,52829.437999999995,0.4521526434949451
4840,Accountant,120000.0,Senior,Denver,Colorado,76582.23599999999,36.45,80.83,6740.21,15.16,112.1,68316.0,2607.24,65610.0,72350.21,192350.21,79189.476,0.411694252894239
4841,Accountant,100000.0,Senior,Commack,New York,66293.84640000001,33.56,80.83,6758.4,24.37,97.04,68316.0,3601.92,60408.0,67166.4,167166.4,69895.76640000001,0.4181209046794093
4842,Accountant,56000.0,Mid,Parsons,Kansas,49728.355,22.91,80.83,4429.11,13.85,87.35,56930.0,2465.76,41238.0,45667.11,101667.11,52194.115000000005,0.5133824990205781
4843,Accountant,22000.0,Mid,La Vergne,Tennessee,51459.027,27.17,80.83,4096.03,13.04,90.39,56930.0,2378.2799999999997,48906.00000000001,53002.030000000006,75002.03,53837.307,0.7178113312399678
4844,Accountant,62500.0,Mid,Tampa,Florida,57727.02,31.47,83.25,5623.94,14.2,101.4,56930.0,2532.6,56646.0,62269.94,124769.94,60259.619999999995,0.4829658489857412
4845,Accountant,57500.0,Mid,Humboldt,Iowa,50940.96400000001,22.91,75.86,3640.73,12.43,89.48,56930.0,2252.76,41238.0,44878.73,102378.73,53193.72400000001,0.5195778849766939
4846,Accountant,57500.0,Mid,Columbia,Missouri,51123.14,21.59,72.8,3937.23,11.57,89.8,56930.0,2123.16,38862.0,42799.23,100299.23,53246.3,0.5308744643403543
4847,Accountant,60000.0,Mid,Portsmouth,New Hampshire,67000.0,31.07,80.83,7073.12,23.62,107.68,56930.0,3520.92,55926.0,62999.12,122999.12,70520.92,0.5733449149880097
4848,Accountant,62000.0,Mid,Bloomfield Hills,Michigan,51145.912,25.02,80.83,3880.78,18.41,89.84,56930.0,2958.24,45036.0,48916.78,110916.78,54104.152,0.487790503835398
4849,Accountant,84500.0,Senior,Wilton,Connecticut,74163.8496,36.6,72.47,7073.12,28.16,108.56,68316.0,3910.92,65880.0,72953.12,157453.12,78074.7696,0.4958604161035361
4850,Accountant,59000.0,Mid,Fairfield,Ohio,50553.84,20.56,80.83,4054.52,15.98,88.8,56930.0,2695.8,37008.0,41062.52,100062.52,53249.64,0.5321636912602241
4851,Accountant,29000.0,Mid,Cumming,Georgia,52318.67,23.66,80.83,5285.46,13.49,91.9,56930.0,2426.88,42588.0,47873.46,76873.45999999999,54745.55,0.7121515019617954
4852,Accountant,100000.0,Mid,New Hyde Park,New York,55244.872,33.56,80.83,6758.4,24.37,97.04,56930.0,3601.92,60408.0,67166.4,167166.4,58846.792,0.3520252395218178
4853,Accountant,62500.0,Mid,Harrisburg,Pennsylvania,54538.94,19.48,84.33,6024.26,17.6,95.8,56930.0,2912.76,35064.0,41088.26,103588.26,57451.7,0.5546159381381636
4854,Accountant,77500.0,Senior,Waterbury,Connecticut,74163.8496,27.62,72.47,7073.12,28.16,108.56,68316.0,3910.92,49716.0,56789.12,134289.12,78074.7696,0.581393113604438
4855,Accountant,21000.0,Mid,Riverside,California,66095.73,28.23,80.83,5772.57,30.55,116.1,56930.0,4269.360000000001,50814.0,56586.57,77586.57,70365.09,0.9069235822643016
4856,Accountant,70000.0,Senior,Columbia,Missouri,61347.768,21.59,72.8,3937.23,11.57,89.8,68316.0,2123.16,38862.0,42799.23,112799.23,63470.928,0.5626893729682374
4857,Accountant,24000.0,Mid,East Troy,Wisconsin,52011.248,21.02,80.83,4333.44,16.31,91.36,56930.0,2731.4399999999996,37836.0,42169.44,66169.44,54742.688,0.8273107343813095
4858,Accountant,76000.0,Senior,Jefferson City,Missouri,58956.708,21.59,72.8,3937.23,11.57,86.3,68316.0,2123.16,38862.0,42799.23,118799.23,61079.868,0.514143635442755
4859,Accountant,87500.0,Senior,Phoenix,Arizona,74500.0,26.61,75.34,5119.48,15.2,104.3,68316.0,2545.68,47898.0,53017.48,140517.47999999998,77045.68,0.5482996136850732
4860,Accountant,60000.0,Senior,Menlo Park,California,85907.37,111.56,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,200808.0,207844.89,267844.89,90176.73,0.3366751928700226
4861,Accountant,65500.0,Mid,Fort Collins,Colorado,62167.56,23.75,80.83,4674.09,15.16,109.2,56930.0,2607.24,42750.0,47424.09,112924.09,64774.8,0.5736136549783133
4862,Accountant,87500.0,Senior,Burlingame,California,85907.37,48.05,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,86490.0,93526.89,181026.89,90176.73,0.4981399724648641
4863,Accountant,87500.0,Senior,Chicago,Illinois,86500.0,34.16,80.83,8319.68,15.99,100.1,68316.0,2696.88,61487.999999999985,69807.68,157307.68,89196.88,0.5670217754149067
4864,Accountant,75000.0,Senior,Newport News,Virginia,64702.08359999999,18.48,86.7,4082.0,14.46,94.71,68316.0,2602.08,33264.0,37346.0,112346.0,67304.16359999999,0.5990793050041834
4865,Accountant,70000.0,Mid,Sherman,Texas,51977.09,27.45,80.83,5151.54,15.32,91.3,56930.0,2624.52,49410.0,54561.54,124561.54,54601.60999999999,0.4383504731877912
4866,Accountant,56000.0,Senior,Plainfield,Illinois,60159.0696,23.79,80.83,7041.83,15.99,88.06,68316.0,2696.88,42822.0,49863.83,105863.83,62855.9496,0.5937433928094232
4867,Accountant,53500.0,Mid,Orlando,Florida,57727.02,26.74,83.25,4886.84,14.2,101.4,56930.0,2532.6,48131.99999999999,53018.84,106518.84,60259.619999999995,0.5657179518665431
4868,Accountant,95000.0,Senior,Braintree,Massachusetts,78255.978,48.35,93.6,6062.35,31.22,114.55,68316.0,4494.96,87030.0,93092.35,188092.35,82750.93800000001,0.4399484508540618
4869,Accountant,64000.0,Mid,Columbus,Ohio,53457.27,21.28,80.83,4562.82,15.98,93.9,56930.0,2695.8,38304.0,42866.82,106866.82,56153.07,0.5254490589314812
4870,Accountant,72500.0,Senior,Detroit,Michigan,63670.512,26.3,80.83,4267.32,18.41,93.2,68316.0,2958.24,47340.0,51607.32,124107.32,66628.75200000001,0.5368639980300921
4871,Accountant,67500.0,Mid,Phoenix,Arizona,64000.0,26.61,75.34,5119.48,15.2,104.3,56930.0,2545.68,47898.0,53017.48,120517.48,66545.68,0.5521662085865054
4872,Accountant,112500.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,173761.46,83124.52,0.4783829509719819
4873,Accountant,112500.0,Senior,Houston,Texas,120000.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,173761.46,122624.52,0.7057060869539196
4874,Accountant,112500.0,Senior,Houston,Texas,112500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,173761.46,115124.52,0.6625434661978554
4875,Accountant,112500.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,173761.46,83124.52,0.4783829509719819
4876,Accountant,97500.0,Senior,Fort Lauderdale,Florida,79000.0,32.61,83.25,5474.08,14.2,101.26,68316.0,2532.6,58698.0,64172.08,161672.08000000002,81532.6,0.5043084742894383
4877,Accountant,80000.0,Senior,Austin,Texas,90000.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,161623.46000000002,92624.52,0.5730883375470367
4878,Accountant,80000.0,Senior,Austin,Texas,106500.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,161623.46000000002,109124.52,0.6751774773290956
4879,Accountant,80000.0,Senior,Austin,Texas,99500.0,41.81,80.83,6365.46,15.32,106.6,68316.0,2624.52,75258.0,81623.46,161623.46000000002,102124.52,0.6318669331791312
4880,Accountant,50000.0,Mid,Rowlett,Texas,51834.765,27.45,80.83,5151.54,15.32,91.05,56930.0,2624.52,49410.0,54561.54,104561.54,54459.285,0.5208347639103249
4881,Accountant,40500.0,Senior,West Chicago,Illinois,60159.0696,23.79,80.83,7041.83,15.99,88.06,68316.0,2696.88,42822.0,49863.83,90363.83,62855.9496,0.695587488932242
4882,Accountant,71000.0,Mid,Irvine,California,71589.475,34.67,80.83,9010.54,30.55,125.75,56930.0,4269.360000000001,62406.0,71416.54000000001,142416.54,75858.835,0.53265466918379
4883,Accountant,80000.0,Mid,Jericho,New York,55244.872,33.88,80.83,6758.4,24.37,97.04,56930.0,3601.92,60984.0,67742.4,147742.4,58846.792,0.398306728467928
4884,Accountant,91000.0,Senior,Lone Tree,Colorado,73986.228,25.38,80.83,5740.88,15.16,108.3,68316.0,2607.24,45684.0,51424.88,142424.88,76593.46800000001,0.5377815168248694
